Rotation,Angle (deg),Distance (mm)
341.2,338.8,2395.5
341.2,341.2,2355.5
341.2,343.7,2325.2
341.2,346.1,2296.0
341.2,348.7,2279.8
341.2,351.1,2259.5
341.2,353.5,2244.8
341.2,356.0,2241.8
341.2,358.5,2252.2
341.2,0.9,2243.8
341.2,3.4,2246.0
341.2,5.9,2263.2
341.2,8.3,2281.2
341.2,10.7,2295.0
341.2,13.2,2321.5
341.2,15.7,2356.5
341.2,18.1,2395.2
341.2,20.5,2432.2
341.2,23.0,2484.8
341.2,25.4,2528.8
341.2,27.9,2592.0
341.2,30.3,2662.5
341.2,32.8,2734.2
341.2,35.3,2814.5
341.2,37.7,2935.5
341.2,40.2,3049.0
341.2,42.6,3175.2
341.2,45.1,3308.2
341.2,47.5,3180.2
341.2,50.1,3050.2
341.2,52.5,2951.8
341.2,55.0,2861.2
341.2,57.5,2785.5
341.2,60.0,2714.5
341.2,62.5,2658.0
341.2,64.9,2607.5
341.2,67.4,2560.0
341.2,69.9,2519.2
341.2,72.4,2473.0
341.2,74.8,2455.2
341.2,77.3,2428.2
341.2,79.8,2402.0
341.2,82.2,2384.8
341.2,84.8,2384.2
341.2,87.3,2376.0
341.2,89.8,2381.2
341.2,92.3,2383.2
341.2,94.8,2389.5
341.2,97.2,2397.5
341.2,99.7,2419.8
341.2,102.1,2428.0
341.2,104.8,2083.5
341.2,107.2,1796.5
341.2,138.7,243.5
341.2,220.1,231.5
341.2,221.8,238.5
341.2,223.6,246.8
341.2,259.8,0.0
341.2,259.6,2799.5
341.2,262.0,3324.8
341.2,269.5,2689.5
341.2,274.3,3356.2
341.2,276.8,3372.2
341.2,298.8,3525.2
341.2,301.3,3330.0
341.2,303.7,3447.8
341.2,306.2,3557.2
341.2,308.6,3543.2
341.2,311.1,3371.5
341.2,313.6,3225.5
341.2,316.0,3069.8
341.2,318.5,2957.5
341.2,321.0,2847.8
341.2,323.5,2750.0
341.2,326.0,2677.2
341.2,328.4,2611.8
341.2,330.9,2545.5
341.2,333.4,2494.5
341.2,335.8,2443.0
341.2,338.3,2402.2
341.2,340.8,2365.0
341.2,343.2,2328.2
341.2,345.7,2295.8
341.2,348.2,2285.0
341.0,350.7,2263.5
341.0,353.1,2256.8
341.0,355.6,2241.8
341.0,358.0,2240.5
341.0,0.5,2242.0
341.0,3.0,2245.5
341.0,5.4,2260.8
341.0,7.9,2281.2
341.0,10.3,2294.8
341.0,12.7,2317.2
341.0,15.2,2352.2
341.0,17.6,2392.0
341.0,20.1,2425.2
341.0,22.5,2469.2
341.0,25.0,2522.5
341.0,27.4,2578.8
341.0,29.9,2649.0
341.0,32.3,2718.5
341.0,34.9,2803.5
341.0,37.3,2909.0
341.0,39.8,3019.5
341.0,42.2,3146.0
341.0,44.7,3297.2
341.0,47.1,3195.8
341.0,49.6,3071.0
341.0,52.1,2984.0
341.0,54.6,2878.0
341.0,57.1,2794.8
341.0,59.5,2729.0
341.0,62.0,2662.5
341.0,64.5,2613.0
341.0,67.0,2568.2
341.0,69.4,2522.2
341.0,71.9,2481.0
341.0,74.4,2454.2
341.0,76.9,2427.2
341.0,79.3,2418.5
341.0,81.8,2388.5
341.0,84.4,2382.8
341.0,86.9,2381.5
341.0,89.3,2375.8
341.0,91.8,2380.5
341.0,94.3,2386.8
341.0,96.8,2411.0
341.0,99.2,2418.2
341.0,101.8,2422.2
341.0,104.3,2138.8
341.0,106.8,1840.5
341.0,219.4,231.5
341.0,222.2,236.5
341.0,223.9,247.0
341.0,249.1,558.2
341.0,259.3,0.0
341.0,259.2,2797.8
341.0,264.2,2433.2
341.0,269.1,2673.5
341.0,271.5,2771.0
341.0,291.0,4752.0
341.0,298.5,3568.8
341.0,300.8,3329.0
341.0,303.3,3431.2
341.0,305.8,3534.2
341.0,308.2,3571.2
341.0,310.7,3395.2
341.0,313.1,3248.2
341.0,315.6,3098.5
341.0,318.0,2980.2
341.0,320.5,2866.5
341.0,323.1,2768.0
341.0,325.5,2695.5
341.0,328.0,2622.0
341.0,330.5,2554.8
341.0,332.9,2497.2
341.0,335.4,2452.5
341.0,337.9,2404.2
341.0,340.3,2367.8
341.0,342.8,2333.2
341.0,345.3,2306.2
341.0,347.8,2288.2
341.0,350.2,2264.2
341.0,352.7,2256.2
341.0,355.2,2240.8
341.0,357.6,2237.8
341.0,0.1,2241.8
341.0,2.5,2243.2
341.0,5.0,2256.5
341.0,7.5,2281.2
341.0,9.9,2291.8
341.0,12.3,2316.0
341.0,14.8,2344.5
341.0,17.2,2384.0
341.0,19.7,2424.2
341.0,22.1,2463.5
341.0,24.6,2507.0
341.0,27.0,2574.2
341.0,29.5,2640.0
341.0,31.9,2708.5
341.0,34.4,2790.2
341.0,36.9,2895.2
341.0,39.3,3001.8
341.0,41.8,3131.2
341.0,44.3,3271.2
341.0,46.7,3233.5
341.0,49.2,3099.5
341.0,51.7,2990.0
341.0,54.2,2896.5
341.0,56.7,2806.5
341.0,59.2,2741.5
341.0,61.6,2684.0
341.0,64.1,2621.8
341.0,66.6,2568.2
341.0,69.1,2526.0
341.0,71.5,2492.5
341.0,74.0,2462.5
341.0,76.5,2434.2
341.0,78.9,2418.0
341.0,81.4,2395.2
341.0,84.0,2386.0
341.0,86.5,2381.8
341.0,89.0,2369.0
341.0,91.5,2382.8
341.0,93.9,2382.5
341.0,96.4,2396.2
341.0,98.8,2412.8
341.0,101.3,2423.0
341.0,103.9,2198.8
341.0,106.4,1882.2
341.0,110.8,506.5
341.0,137.2,248.8
341.0,218.2,228.2
341.0,221.8,237.5
341.0,223.4,243.2
341.0,259.0,0.0
341.0,258.9,2812.2
341.0,263.9,2429.2
341.0,266.3,2400.0
341.0,268.7,2667.0
341.0,271.2,2751.8
341.0,273.4,4436.0
341.0,275.9,4454.5
341.0,278.4,4481.5
341.0,280.8,4498.5
341.0,283.3,4553.2
341.0,285.8,4598.2
340.6,288.2,4675.0
340.6,290.7,4741.5
340.6,293.1,4834.0
340.6,295.6,4899.8
340.6,298.0,4709.0
340.6,300.5,3357.5
340.6,303.0,3410.2
340.6,305.4,3523.5
340.6,307.8,3600.5
340.6,310.3,3424.2
340.6,312.8,3262.5
340.6,315.3,3121.2
340.6,317.7,2993.5
340.6,320.2,2890.5
340.6,322.7,2788.5
340.6,325.2,2704.2
340.6,327.7,2634.5
340.6,330.2,2573.2
340.6,332.6,2508.8
340.6,335.1,2457.5
340.6,337.6,2418.2
340.6,340.0,2385.5
340.6,342.5,2345.8
340.6,344.9,2306.5
340.6,347.4,2290.2
340.6,349.9,2269.5
340.6,352.3,2255.5
340.6,354.8,2243.0
340.6,357.3,2239.2
340.6,359.8,2238.8
340.6,2.2,2240.5
340.6,4.7,2259.2
340.6,7.2,2269.8
340.6,9.6,2288.0
340.6,12.0,2307.0
340.6,14.5,2332.0
340.6,16.9,2378.0
340.6,19.4,2416.5
340.6,21.8,2459.8
340.6,24.3,2504.5
340.6,26.7,2555.8
340.6,29.2,2628.0
340.6,31.6,2695.8
340.6,34.0,2766.5
340.6,36.6,2877.5
340.6,39.0,2996.5
340.6,41.5,3108.2
340.6,43.9,3251.8
340.6,46.4,3239.2
340.6,48.9,3115.2
340.6,51.4,3000.8
340.6,53.8,2907.5
340.6,56.4,2815.2
340.6,58.8,2742.8
340.6,61.3,2678.0
340.6,63.8,2621.8
340.6,66.3,2577.0
340.6,68.8,2532.0
340.6,71.2,2489.0
340.6,73.7,2466.2
340.6,76.2,2431.8
340.6,78.7,2419.8
340.6,81.1,2395.5
340.6,83.7,2385.2
340.6,86.2,2379.2
340.6,88.6,2376.0
340.6,91.1,2376.2
340.6,93.6,2383.2
340.6,96.1,2394.5
340.6,98.5,2412.8
340.6,101.0,2420.8
340.6,103.6,2252.0
340.6,106.1,1921.2
340.6,110.6,515.5
340.6,217.6,228.2
340.6,220.8,237.5
340.6,222.4,242.0
340.6,258.7,0.0
340.6,258.6,2830.8
340.6,263.6,2428.8
340.6,266.0,2384.8
340.6,268.4,2660.2
340.6,273.2,4433.2
340.6,275.6,4448.0
340.6,278.1,4463.8
340.6,280.6,4502.2
340.6,283.0,4558.0
340.6,285.5,4608.2
340.6,287.9,4667.8
340.6,290.4,4723.5
340.6,292.8,4830.8
340.6,295.3,4929.2
340.6,297.8,4737.2
340.6,300.2,3389.2
340.6,302.7,3396.5
340.6,305.1,3515.8
340.6,307.5,3608.5
340.6,310.0,3443.0
340.6,312.5,3272.2
340.6,315.0,3128.5
340.6,317.5,3003.0
340.6,319.9,2890.5
340.6,322.4,2790.2
340.6,324.9,2711.5
340.6,327.4,2641.8
340.6,329.9,2575.2
340.6,332.4,2512.8
340.6,334.8,2464.2
340.6,337.3,2425.2
340.6,339.8,2380.2
340.6,342.2,2347.0
340.6,344.7,2321.2
340.6,347.2,2294.5
340.6,349.7,2279.2
340.6,352.1,2256.0
340.6,354.6,2241.8
340.6,357.0,2239.8
340.6,359.5,2244.8
340.6,2.0,2240.0
340.6,4.4,2255.8
340.6,6.9,2266.0
340.6,9.3,2287.5
340.6,11.8,2298.5
340.6,14.2,2335.2
340.6,16.7,2368.5
340.6,19.1,2413.8
340.6,21.6,2453.0
340.6,24.0,2496.2
340.6,26.5,2550.0
340.6,28.9,2620.2
340.6,31.4,2694.8
340.6,33.8,2760.2
340.6,36.4,2867.5
340.6,38.8,2971.2
340.6,41.2,3086.5
340.6,43.7,3242.2
340.6,46.2,3250.8
340.6,48.6,3126.5
340.6,51.1,3002.5
340.6,53.6,2909.8
340.6,56.1,2818.0
340.6,58.6,2751.5
340.6,61.0,2691.0
340.6,63.6,2630.2
340.6,66.0,2583.5
340.6,68.5,2535.5
340.6,71.0,2496.0
340.6,73.4,2465.5
340.6,75.9,2446.0
340.6,78.4,2416.8
340.6,80.9,2393.5
340.6,83.4,2383.8
340.6,85.9,2377.2
340.6,88.4,2374.5
340.6,90.9,2377.8
340.6,93.3,2384.2
340.6,95.8,2390.2
340.6,98.3,2412.8
340.6,100.8,2423.5
340.6,103.3,2275.8
340.6,105.9,1943.5
340.6,218.8,227.8
340.6,219.8,237.2
340.6,222.0,242.0
340.6,258.5,0.0
340.6,253.6,2186.0
340.6,263.3,2418.5
340.6,265.8,2385.0
340.6,268.2,2657.8
340.6,270.5,4428.5
340.6,272.9,4444.2
340.6,275.4,4447.0
340.6,277.9,4472.2
340.6,280.3,4504.2
340.6,282.8,4556.0
340.6,285.2,4585.5
340.6,287.7,4671.8
340.6,290.1,4719.5
340.6,292.6,4822.0
340.6,295.1,4896.2
340.6,297.5,4765.8
340.2,300.0,3402.5
340.2,302.5,3390.8
340.2,304.9,3505.8
340.2,307.4,3609.5
340.2,309.8,3454.5
340.2,312.3,3294.8
340.2,314.8,3142.5
340.2,317.2,3010.5
340.2,319.7,2904.5
340.2,322.2,2798.2
340.2,324.7,2716.2
340.2,327.2,2644.8
340.2,329.6,2584.8
340.2,332.1,2512.5
340.2,334.6,2472.8
340.2,337.1,2426.5
340.2,339.5,2384.5
340.2,342.0,2351.0
340.2,344.5,2318.5
340.2,346.9,2295.8
340.2,349.4,2282.0
340.2,351.9,2258.8
340.2,354.3,2244.0
340.2,356.8,2240.8
340.2,359.2,2243.8
340.2,1.8,2241.8
340.2,4.2,2255.5
340.2,6.6,2265.0
340.2,9.1,2285.5
340.2,11.6,2302.2
340.2,14.0,2331.8
340.2,16.5,2365.8
340.2,18.9,2407.0
340.2,21.3,2451.2
340.2,23.8,2491.0
340.2,26.3,2543.2
340.2,28.7,2614.8
340.2,31.1,2685.8
340.2,33.6,2752.8
340.2,36.1,2854.5
340.2,38.5,2961.0
340.2,41.0,3078.8
340.2,43.4,3234.8
340.2,45.9,3259.0
340.2,48.4,3132.8
340.2,50.9,3017.0
340.2,53.4,2923.0
340.2,55.9,2837.2
340.2,58.3,2758.8
340.2,60.8,2696.2
340.2,63.3,2631.2
340.2,65.8,2583.5
340.2,68.2,2535.5
340.2,70.7,2503.0
340.2,73.2,2468.2
340.2,75.7,2445.0
340.2,78.2,2416.8
340.2,80.6,2398.8
340.2,83.2,2388.8
340.2,85.7,2385.8
340.2,88.2,2376.5
340.2,90.7,2381.5
340.2,93.1,2386.2
340.2,95.6,2392.2
340.2,98.1,2400.0
340.2,100.6,2426.8
340.2,103.1,2315.2
340.2,105.7,1966.5
340.2,108.0,1736.8
340.2,217.3,228.2
340.2,219.7,237.2
340.2,251.0,1896.2
340.2,253.4,2140.8
340.2,263.2,2424.8
340.2,265.6,2384.5
340.2,268.0,2650.5
340.2,270.2,4428.5
340.2,272.7,4432.2
340.2,275.2,4442.5
340.2,277.7,4456.2
340.2,280.1,4487.2
340.2,282.6,4548.2
340.2,285.0,4590.5
340.2,287.5,4636.2
340.2,290.0,4711.0
340.2,292.4,4815.5
340.2,294.9,4884.0
340.2,297.3,4799.2
340.2,299.8,3436.2
340.2,302.2,3381.5
340.2,304.7,3485.8
340.2,307.2,3600.5
340.2,309.6,3472.2
340.2,312.1,3309.2
340.2,314.5,3169.0
340.2,317.0,3032.5
340.2,319.5,2915.2
340.2,322.0,2804.8
340.2,324.5,2721.2
340.2,327.0,2652.8
340.2,329.4,2580.2
340.2,331.9,2527.2
340.2,334.4,2473.5
340.2,336.9,2429.0
340.2,339.3,2385.0
340.2,341.8,2348.0
340.2,344.2,2316.8
340.2,346.7,2295.2
340.2,349.2,2278.8
340.2,351.7,2258.5
340.2,354.2,2256.5
340.2,356.6,2242.5
340.2,359.1,2242.2
340.2,1.5,2240.8
340.2,4.0,2256.8
340.2,6.4,2268.5
340.2,8.9,2284.2
340.2,11.4,2300.2
340.2,13.8,2328.5
340.2,16.2,2365.2
340.2,18.7,2405.2
340.2,21.1,2440.0
340.2,23.6,2492.2
340.2,26.0,2540.5
340.2,28.5,2610.8
340.2,30.9,2671.5
340.2,33.4,2752.0
340.2,35.9,2851.5
340.2,38.4,2955.0
340.2,40.8,3067.0
340.2,43.2,3213.0
340.2,45.7,3284.2
340.2,48.2,3159.8
340.2,50.7,3037.8
340.2,53.2,2934.5
340.2,55.7,2847.8
340.2,58.1,2765.8
340.2,60.6,2699.2
340.2,63.1,2640.8
340.2,65.6,2591.5
340.2,68.1,2540.2
340.2,70.5,2504.2
340.2,73.0,2466.2
340.2,75.5,2448.8
340.2,78.0,2421.2
340.2,80.4,2399.0
340.2,83.0,2385.2
340.2,85.5,2374.5
340.2,88.0,2376.2
340.2,90.4,2377.0
340.2,93.0,2386.5
340.2,95.4,2391.0
340.2,97.9,2400.8
340.2,100.4,2422.0
340.2,102.8,2416.2
340.2,105.4,1989.0
340.2,107.8,1742.2
340.2,138.9,241.5
340.2,218.4,227.5
340.2,220.9,231.8
340.2,253.2,2135.0
340.2,263.0,2429.0
340.2,265.5,2393.0
340.2,267.8,2658.8
340.2,270.1,4439.8
340.2,272.5,4432.2
340.2,275.0,4443.2
340.2,277.5,4472.2
340.2,280.0,4497.5
340.2,282.4,4552.2
340.2,284.9,4584.5
340.2,287.3,4645.5
340.2,289.8,4711.0
340.2,292.2,4799.2
340.2,294.7,4881.8
340.2,297.2,4821.0
340.2,299.7,3437.2
340.2,302.1,3376.5
340.2,304.5,3478.2
340.2,307.0,3594.5
340.2,309.5,3477.0
340.2,311.9,3317.8
340.2,314.4,3168.0
340.2,316.9,3029.2
340.2,319.3,2914.8
340.2,321.8,2811.2
340.2,324.3,2735.5
340.2,326.8,2659.5
340.2,329.3,2586.0
340.2,331.8,2528.8
340.2,334.3,2484.5
340.0,336.7,2434.2
340.0,339.2,2391.5
340.0,341.7,2353.2
340.0,344.1,2321.5
340.0,346.6,2299.8
340.0,349.1,2280.0
340.0,351.5,2260.0
340.0,354.0,2242.8
340.0,356.5,2242.2
340.0,358.9,2242.5
340.0,1.4,2241.8
340.0,3.8,2255.5
340.0,6.3,2264.8
340.0,8.8,2285.0
340.0,11.2,2298.5
340.0,13.7,2325.0
340.0,16.1,2362.8
340.0,18.5,2399.0
340.0,21.0,2436.2
340.0,23.5,2491.0
340.0,25.9,2539.5
340.0,28.4,2603.5
340.0,30.8,2670.5
340.0,33.2,2748.8
340.0,35.8,2841.5
340.0,38.2,2949.5
340.0,40.7,3060.5
340.0,43.1,3204.2
340.0,45.6,3295.2
340.0,48.0,3164.8
340.0,50.6,3043.0
340.0,53.0,2942.0
340.0,55.5,2847.8
340.0,58.0,2775.0
340.0,60.5,2698.0
340.0,63.0,2646.2
340.0,65.5,2603.5
340.0,67.9,2542.8
340.0,70.4,2501.8
340.0,72.9,2471.2
340.0,75.4,2449.2
340.0,77.8,2423.0
340.0,80.3,2399.2
340.0,82.9,2385.5
340.0,85.4,2383.0
340.0,87.8,2378.2
340.0,90.3,2377.2
340.0,92.8,2380.0
340.0,95.3,2392.2
340.0,97.7,2406.8
340.0,100.2,2419.5
340.0,102.7,2424.0
340.0,105.3,2009.2
340.0,107.7,1746.8
340.0,218.3,226.0
340.0,220.8,231.5
340.0,262.9,2436.2
340.0,265.3,2400.0
340.0,270.0,4432.2
340.0,272.4,4437.0
340.0,274.9,4429.5
340.0,277.4,4462.8
340.0,279.8,4489.0
340.0,282.3,4546.5
340.0,284.8,4594.2
340.0,287.2,4644.5
340.0,289.7,4714.2
340.0,292.1,4775.5
340.0,294.6,4875.0
340.0,297.0,4829.8
340.0,299.5,3459.8
340.0,302.0,3371.5
340.0,304.4,3474.8
340.0,306.9,3584.8
340.0,309.3,3496.2
340.0,311.8,3322.5
340.0,314.3,3176.2
340.0,316.8,3047.0
340.0,319.2,2929.2
340.0,321.7,2813.8
340.0,324.2,2732.2
340.0,326.7,2659.5
340.0,329.2,2592.5
340.0,331.7,2529.0
340.0,334.1,2478.5
340.0,336.6,2436.8
340.0,339.0,2391.0
340.0,341.5,2353.5
340.0,344.0,2319.8
340.0,346.4,2297.5
340.0,349.0,2282.8
340.0,351.4,2258.5
340.0,353.9,2241.8
340.0,356.3,2239.5
340.0,358.8,2242.2
340.0,1.3,2240.8
340.0,3.7,2256.5
340.0,6.2,2262.2
340.0,8.6,2280.2
340.0,11.1,2295.8
340.0,13.5,2326.0
340.0,16.0,2360.8
340.0,18.4,2397.5
340.0,20.9,2437.8
340.0,23.3,2490.0
340.0,25.8,2538.2
340.0,28.2,2601.0
340.0,30.7,2668.2
340.0,33.1,2743.0
340.0,35.6,2837.8
340.0,38.1,2941.2
340.0,40.5,3062.5
340.0,43.0,3193.2
340.0,45.5,3292.5
340.0,47.9,3170.5
340.0,50.4,3046.2
340.0,52.9,2940.0
340.0,55.4,2845.5
340.0,57.9,2776.8
340.0,60.4,2705.2
340.0,62.8,2645.2
340.0,65.3,2590.5
340.0,67.8,2547.0
340.0,70.3,2499.8
340.0,72.8,2479.5
340.0,75.2,2452.2
340.0,77.7,2428.8
340.0,80.2,2397.5
340.0,82.8,2384.5
340.0,85.2,2381.0
340.0,87.7,2376.5
340.0,90.2,2375.2
340.0,92.7,2384.8
340.0,95.2,2386.5
340.0,97.6,2399.8
340.0,100.1,2425.2
340.0,102.6,2428.2
340.0,105.2,2031.2
340.0,107.5,1761.0
340.0,217.2,227.0
340.0,220.6,231.5
340.0,223.1,241.8
340.0,253.0,2101.0
340.0,265.2,2416.0
340.0,267.4,4384.0
340.0,269.8,4383.2
340.0,272.3,4374.2
340.0,274.8,4361.8
340.0,277.2,4453.5
340.0,279.7,4496.8
340.0,282.1,4547.5
340.0,284.6,4579.5
340.0,287.1,4631.2
340.0,289.5,4711.0
340.0,292.0,4799.2
340.0,294.4,4876.0
340.0,296.9,4848.2
340.0,299.4,3470.0
340.0,301.8,3367.8
340.0,304.3,3470.0
340.0,306.7,3582.5
340.0,309.2,3508.8
340.0,311.7,3331.0
340.0,314.1,3183.0
340.0,316.6,3052.5
340.0,319.1,2932.5
340.0,321.5,2830.2
340.0,324.1,2737.2
340.0,326.5,2663.5
340.0,329.0,2599.0
340.0,331.5,2533.5
340.0,334.0,2484.0
340.0,336.4,2434.5
340.0,338.9,2392.2
340.0,341.4,2353.8
340.0,343.8,2323.8
340.0,346.3,2297.2
340.0,348.8,2280.2
340.0,351.3,2262.5
340.0,353.7,2242.5
340.0,356.2,2238.5
340.0,358.7,2242.2
340.0,1.1,2242.0
340.0,3.6,2246.0
340.0,6.0,2266.5
340.0,8.5,2279.8
340.0,10.9,2296.5
340.0,13.4,2323.0
340.0,15.8,2354.8
340.0,18.3,2393.2
340.0,20.7,2437.5
340.0,23.2,2484.2
340.0,25.6,2534.2
339.6,28.1,2602.5
339.6,30.5,2668.0
339.6,32.9,2742.0
339.6,35.5,2832.8
339.6,37.9,2942.0
339.6,40.4,3054.2
339.6,42.8,3186.5
339.6,45.3,3304.5
339.6,47.8,3172.8
339.6,50.3,3052.5
339.6,52.8,2947.0
339.6,55.2,2858.5
339.6,57.7,2781.2
339.6,60.2,2704.8
339.6,62.7,2648.2
339.6,65.1,2590.2
339.6,67.6,2546.5
339.6,70.1,2510.0
339.6,72.6,2479.0
339.6,75.1,2439.2
339.6,77.5,2426.0
339.6,80.0,2400.2
339.6,82.6,2392.2
339.6,85.1,2378.2
339.6,87.6,2379.2
339.6,90.0,2374.2
339.6,92.5,2377.5
339.6,95.0,2388.8
339.6,97.5,2399.8
339.6,99.9,2423.5
339.6,102.4,2430.0
339.6,105.0,2040.5
339.6,107.4,1777.0
339.6,138.5,248.8
339.6,219.2,235.0
339.6,221.3,243.2
339.6,252.8,2080.2
339.6,260.1,2432.0
339.6,262.3,4387.8
339.6,264.8,4446.0
339.6,267.2,4427.8
339.6,269.7,4429.5
339.6,272.1,4426.8
339.6,274.6,4436.0
339.6,277.0,4462.0
339.6,279.5,4497.5
339.6,282.0,4544.5
339.6,284.5,4582.5
339.6,286.9,4635.2
339.6,289.4,4710.0
339.6,291.8,4803.5
339.6,294.3,4861.5
339.6,296.8,4889.5
339.6,299.2,3482.8
339.6,301.7,3361.2
339.6,304.1,3462.0
339.6,306.6,3576.8
339.6,309.0,3515.2
339.6,311.5,3338.5
339.6,314.0,3192.8
339.6,316.5,3057.0
339.6,318.9,2942.0
339.6,321.4,2835.8
339.6,323.9,2743.8
339.6,326.4,2671.5
339.6,328.9,2602.2
339.6,331.3,2532.8
339.6,333.8,2487.0
339.6,336.3,2440.2
339.6,338.7,2397.5
339.6,341.2,2362.0
339.6,343.7,2320.8
339.6,346.1,2295.8
339.6,348.7,2280.2
339.6,351.1,2262.0
339.6,353.6,2243.0
339.6,356.0,2237.5
339.6,358.5,2239.5
339.6,1.0,2242.0
339.6,3.4,2256.0
339.6,5.9,2261.5
339.6,8.3,2272.5
339.6,10.8,2295.5
339.6,13.2,2319.0
339.6,15.7,2356.8
339.6,18.1,2391.2
339.6,20.6,2436.0
339.6,23.0,2479.0
339.6,25.5,2533.5
339.6,27.9,2589.5
339.6,30.3,2663.2
339.6,32.8,2736.5
339.6,35.3,2828.0
339.6,37.8,2934.5
339.6,40.2,3050.8
339.6,42.7,3177.2
339.6,45.1,3306.8
339.6,47.6,3182.0
339.6,50.1,3057.5
339.6,52.6,2955.0
339.6,55.1,2862.5
339.6,57.6,2786.2
339.6,60.0,2711.5
339.6,62.5,2651.2
339.6,65.0,2606.2
339.6,67.5,2542.8
339.6,70.0,2510.5
339.6,72.4,2485.5
339.6,74.9,2452.2
339.6,77.4,2433.8
339.6,79.9,2400.2
339.6,82.3,2389.2
339.6,84.9,2382.2
339.6,87.4,2378.5
339.6,89.9,2382.2
339.6,92.4,2385.5
339.6,94.8,2384.2
339.6,97.3,2413.2
339.6,99.8,2418.2
339.6,102.3,2428.5
339.6,104.9,2062.2
339.6,107.2,1792.2
339.6,136.9,242.0
339.6,219.9,231.5
339.6,222.0,238.2
339.6,224.3,248.8
339.6,252.7,2075.0
339.6,260.0,2432.2
339.6,262.2,4449.8
339.6,264.7,4444.2
339.6,267.1,4428.5
339.6,269.6,4431.2
339.6,272.0,4441.5
339.6,274.5,4445.2
339.6,277.0,4465.5
339.6,279.4,4479.8
339.6,281.9,4551.2
339.6,284.4,4581.5
339.6,286.8,4636.2
339.6,289.2,4706.0
339.6,291.8,4753.0
339.6,294.2,4866.0
339.6,296.6,4889.5
339.6,299.1,3484.0
339.6,301.6,3360.2
339.6,304.1,3462.5
339.6,306.5,3576.2
339.6,309.0,3521.8
339.6,311.4,3353.8
339.6,313.9,3197.8
339.6,316.4,3058.2
339.6,318.8,2940.5
339.6,321.3,2834.5
339.6,323.9,2744.0
339.6,326.3,2667.8
339.6,328.8,2601.0
339.6,331.3,2535.5
339.6,333.7,2487.2
339.6,336.2,2440.8
339.6,338.7,2397.8
339.6,341.2,2361.0
339.6,343.6,2325.2
339.6,346.1,2299.0
339.6,348.6,2285.8
339.6,351.0,2261.8
339.6,353.5,2244.2
339.6,356.0,2238.5
339.6,358.5,2242.2
339.6,0.9,2243.0
339.6,3.4,2256.0
339.6,5.8,2264.5
339.6,8.3,2280.0
339.6,10.7,2294.2
339.6,13.2,2321.0
339.6,15.6,2356.2
339.6,18.1,2395.5
339.6,20.5,2436.0
339.6,23.0,2477.8
339.6,25.4,2527.8
339.6,27.9,2599.5
339.6,30.3,2657.8
339.6,32.7,2735.0
339.6,35.3,2829.2
339.6,37.7,2933.8
339.6,40.2,3049.0
339.6,42.6,3174.8
339.6,45.1,3304.5
339.6,47.6,3171.5
339.6,50.1,3060.5
339.6,52.5,2956.0
339.6,55.0,2860.8
339.6,57.5,2787.2
339.6,60.0,2709.0
339.6,62.5,2654.8
339.2,65.0,2601.2
339.2,67.5,2559.2
339.2,69.9,2510.5
339.2,72.4,2484.8
339.2,74.9,2451.8
339.2,77.4,2422.2
339.2,79.8,2399.8
339.2,82.3,2394.2
339.2,84.9,2382.2
339.2,87.4,2376.8
339.2,89.8,2376.0
339.2,92.3,2384.0
339.2,94.8,2387.5
339.2,97.3,2405.8
339.2,99.7,2423.2
339.2,102.2,2427.2
339.2,104.8,2068.5
339.2,107.2,1796.2
339.2,136.8,244.0
339.2,219.2,232.5
339.2,220.8,239.0
339.2,224.7,248.8
339.2,252.7,2066.2
339.2,259.9,2431.5
339.2,262.1,4439.8
339.2,264.6,4434.0
339.2,267.0,4424.0
339.2,269.5,4433.2
339.2,272.0,4452.5
339.2,274.4,4449.0
339.2,276.9,4458.2
339.2,279.4,4489.0
339.2,281.8,4534.8
339.2,284.3,4578.5
339.2,286.7,4629.2
339.2,289.2,4697.5
339.2,291.7,4767.0
339.2,294.1,4856.0
339.2,296.6,4904.2
339.2,299.1,3509.2
339.2,301.5,3356.2
339.2,304.0,3457.2
339.2,306.4,3572.5
339.2,308.9,3527.0
339.2,311.3,3363.5
339.2,313.8,3208.2
339.2,316.3,3062.5
339.2,318.8,2943.8
339.2,321.2,2842.8
339.2,323.8,2746.2
339.2,326.2,2669.8
339.2,328.7,2599.0
339.2,331.2,2536.8
339.2,333.7,2491.8
339.2,336.1,2438.5
339.2,338.6,2397.5
339.2,341.1,2361.8
339.2,343.6,2324.2
339.2,346.0,2296.5
339.2,348.5,2280.5
339.2,351.0,2262.2
339.2,353.4,2244.5
339.2,355.9,2239.5
339.2,358.4,2241.2
339.2,0.8,2243.2
339.2,3.3,2247.2
339.2,5.7,2264.8
339.2,8.2,2280.0
339.2,10.6,2295.5
339.2,13.1,2308.8
339.2,15.5,2352.5
339.2,18.0,2392.0
339.2,20.4,2434.0
339.2,22.9,2477.8
339.2,25.3,2528.5
339.2,27.8,2590.5
339.2,30.2,2653.8
339.2,32.6,2731.5
339.2,35.2,2808.5
339.2,37.7,2920.5
339.2,40.1,3041.8
339.2,42.5,3176.2
339.2,45.0,3311.5
339.2,47.5,3191.5
339.2,50.0,3060.5
339.2,52.5,2964.0
339.2,54.9,2864.0
339.2,57.4,2784.2
339.2,59.9,2713.5
339.2,62.4,2656.8
339.2,64.9,2605.8
